id,first_name,last_name,gender,height,weight,zombies_killed,years_of_education,major,age
341,Matthew,Snyder,Male,63.59131421,139.8134711,1,4,military strategy,17.20334879
342,Alan,Mason,Male,71.81616715,161.1222817,2,8,animal husbandry,20.35922942
343,Beverly,Phillips,Female,67.03963513,138.8830759,1,2,medicine/nursing,20.93191428
344,Johnny,Duncan,Male,60.63870608,137.8991943,3,3,psychology,15.44327526
345,Sharon,Bryant,Female,56.59749506,118.0477859,8,1,human services,12.8480543
346,Marilyn,Peters,Female,61.98588475,134.5412795,5,2,botany,18.23469264
347,Walter,Chavez,Male,72.39990776,181.8051884,2,6,biology,19.13033428
348,Deborah,Lawrence,Female,71.06841493,155.7612653,3,3,botany,23.90774441
349,Tammy,Butler,Female,65.94865947,145.4963253,3,0,agricultural sciences,20.0866223
350,Jennifer,Garrett,Female,67.06187811,141.7854727,1,6,physical education,18.54972572
351,Ruby,Kennedy,Female,64.59858715,132.5270738,4,4,psychology,21.93930498
352,Jason,Kim,Male,73.81394606,171.561185,2,7,mechanical engineering,22.20657555
353,Teresa,King,Female,72.10446772,168.9202937,1,7,human services,22.25384654
354,George,Green,Male,69.60390899,148.1004747,2,2,architecture,19.17092469
355,Terry,Romero,Male,77.60621373,182.0792481,2,2,pharmacology,22.74341978
356,Larry,Simpson,Male,70.42894634,134.4735327,2,4,city planning,23.05966685
357,Andrew,Hamilton,Male,68.54200105,144.7080863,4,3,botany,18.95085102
358,Lawrence,Rogers,Male,68.39925735,150.4619269,2,1,mechanical engineering,20.92562565
359,Joshua,Ford,Male,68.70399055,148.5132,4,2,applied sciences,20.30215987
360,Kathleen,Nichols,Female,62.68423756,125.0843929,1,3,communication,20.10654018
361,Billy,Oliver,Male,74.13330608,163.1545368,4,6,epidemiology,22.03959581
362,Jessica,Mcdonald,Female,65.60196092,126.5876275,2,1,communication,21.64506581
363,Anne,Freeman,Female,71.55670154,139.1095255,2,6,mechanical engineering,27.55379912
364,Albert,Howell,Male,75.25790074,181.8734102,6,5,applied sciences,22.57843777
365,Keith,Diaz,Male,72.95424009,170.3486003,3,3,physical education,20.93505448
366,Todd,Wallace,Male,63.15647349,125.8278286,2,3,logistics,16.93499847
367,Sandra,Knight,Female,68.64704689,139.1861223,2,2,communication,22.18075149
368,Jane,Woods,Female,69.90023671,155.6157272,1,2,architecture,22.19630539
369,Timothy,Chapman,Male,73.57947745,142.396368,4,3,environmental science,23.72008161
370,Matthew,Stone,Male,68.81415458,141.3044503,2,5,pharmacology,22.60645318
371,Brenda,Morales,Female,63.92522279,135.0045622,1,1,architecture,19.19879238
372,Sarah,Foster,Female,62.75796285,109.6986348,5,1,architecture,20.29005439
373,Roger,Clark,Male,70.07439196,147.3088545,1,5,city planning,18.59596054
374,Sandra,Alexander,Female,64.57136961,135.0448019,0,3,philosophy,19.85122113
375,Brandon,Medina,Male,70.06511833,153.4659265,2,5,medicine/nursing,19.24230951
376,George,Hanson,Male,62.70570865,125.6139188,0,3,mechanical engineering,14.30110328
377,Elizabeth,Gutierrez,Female,65.08026113,155.5516928,2,2,architecture,15.81955876
378,Jean,Johnson,Female,67.67220547,136.6428072,5,4,culinart services,22.96535832
379,Timothy,Cooper,Male,72.78778275,161.0059935,5,4,integrated water resources management,24.30698241
380,Christina,Freeman,Female,66.03249638,137.3453719,2,1,pharmacology,16.91755083
381,Janet,Hamilton,Female,60.59620049,124.3349039,2,3,environmental science,15.60612382
382,Philip,Scott,Male,62.89294641,120.6175076,2,5,logistics,16.37984413
383,Thomas,Murphy,Male,75.30247645,180.5630138,0,5,military strategy,25.17244749
384,Charles,Ramirez,Male,63.738063,135.9940587,3,1,medicine/nursing,17.82411765
385,Judy,Foster,Female,65.26197499,148.2650922,3,1,physical education,18.42166527
386,Mildred,Gonzalez,Female,61.94585905,113.9399957,3,3,mechanical engineering,17.34201517
387,Christina,Taylor,Female,64.74607603,148.5648673,1,4,mechanical engineering,17.34365008
388,Carolyn,Hawkins,Female,61.45905653,128.2554392,8,1,animal husbandry,17.0780854
389,Andrew,Powell,Male,67.04479042,126.0938008,3,1,energy studies,20.71384296
390,Jason,Alexander,Male,64.61437065,126.8772926,1,4,philosophy,16.69058737
391,Paul,Sanders,Male,71.8927492,162.3514246,5,5,education,20.32665934
392,Michelle,Weaver,Female,60.3210438,113.0090727,4,3,applied sciences,16.16113601
393,Chris,Hanson,Male,65.92203639,144.3867152,2,2,environmental science,16.71907794
394,Adam,Gonzales,Male,79.48963796,162.369656,1,4,physical education,26.11363101
395,William,Boyd,Male,70.38054762,156.769975,3,3,energy studies,19.89554783
396,Johnny,Murphy,Male,72.84810378,147.5562363,4,1,applied sciences,24.01948107
397,Gerald,Pierce,Male,61.58677806,132.1893824,0,5,energy studies,16.19753124
398,Christina,West,Female,67.40818435,143.7682685,2,3,psychology,21.42912178
399,Arthur,Lawrence,Male,71.58884927,150.7873303,1,2,medicine/nursing,21.46294854
400,Melissa,Alexander,Female,61.40601551,116.972469,6,3,agricultural sciences,20.89453063
401,Ernest,Porter,Male,77.89865839,189.5285717,1,3,medicine/nursing,25.82848298
402,Phyllis,Carr,Female,70.99102716,152.9656421,6,6,animal husbandry,22.89692517
403,Tina,West,Female,65.18478937,141.491235,1,0,pharmacology,18.63669393
404,Denise,Walker,Female,59.56853498,101.4664061,5,3,culinart services,16.53850105
405,Linda,Stewart,Female,69.25323133,145.2300034,5,1,logistics,23.40428376
406,Dennis,Little,Male,71.95262601,150.5578563,4,2,criminal justice administration,21.9714514
407,Tina,Carroll,Female,62.9604537,127.8159403,5,2,medicine/nursing,17.96900112
408,Paul,Kennedy,Male,71.09235872,159.1605168,2,3,botany,18.5892926
409,Sharon,Davis,Female,65.1478929,143.4953437,4,2,business administration,19.84516832
410,Norma,Olson,Female,62.48025263,114.898814,4,2,culinart services,17.55393075
411,Karen,Ferguson,Female,70.21357831,164.5122482,5,0,education,22.57095762
412,Christopher,Edwards,Male,71.23779091,164.3853423,1,2,epidemiology,21.42676124
413,Eric,Romero,Male,71.9908066,161.1638363,1,8,human services,20.09721164
414,Debra,Hughes,Female,63.09503772,117.9726071,2,2,agricultural sciences,18.87523447
415,Bonnie,Jordan,Female,63.58239801,141.4377433,2,3,energy studies,15.33620288
416,Mark,Simpson,Male,68.4077551,171.1670722,2,1,mechanical engineering,18.61759927
417,Johnny,Chavez,Male,63.94388651,137.4715461,1,3,environmental science,13.1249121
418,Emily,Cooper,Female,69.00715169,149.7294256,1,5,physical education,22.30809773
419,Anthony,Little,Male,70.0918336,151.4302579,6,2,botany,19.74584654
420,Betty,Mendoza,Female,60.21608586,116.9200563,5,5,psychology,13.45450706
421,Samuel,Watkins,Male,74.63521225,173.6142625,6,3,philosophy,21.95207317
422,Kevin,Harper,Male,71.95173246,177.4089289,7,4,mechanical engineering,21.32535489
423,Julie,Evans,Female,66.04845274,139.6506284,4,0,education,18.67404803
424,Joe,Morrison,Male,66.06873748,124.7995412,3,4,psychology,18.66174582
425,Karen,Lee,Female,67.17895296,145.1001961,5,0,pharmacology,20.28952557
426,Jack,Knight,Male,68.5889477,139.3015987,3,3,biology,21.32986836
427,Lillian,Davis,Female,74.08119775,158.5763411,3,5,integrated water resources management,27.21709559
428,Brian,Wallace,Male,65.72827932,130.1308563,2,1,biology,17.24750718
429,Ronald,Rice,Male,75.23595498,184.3938519,5,2,agricultural sciences,22.23308203
430,Gerald,Ramirez,Male,67.91682697,150.6515022,0,6,philosophy,19.16098836
431,Betty,Patterson,Female,68.26537251,136.9853048,2,3,philosophy,21.89009379
432,Daniel,Campbell,Male,73.13874596,183.593306,1,5,agricultural sciences,22.57572501
433,Ralph,Stanley,Male,72.3318607,167.9065847,3,2,epidemiology,17.09044031
434,Maria,Jenkins,Female,65.84735467,143.383125,3,3,economics,23.23766815
435,Thomas,Phillips,Male,80.52980097,187.4691478,3,3,logistics,27.55264341
436,Jack,Marshall,Male,67.57962665,137.0340764,4,2,environmental science,19.74715884
437,Anthony,West,Male,70.72724573,143.5135589,3,2,military strategy,19.52648857
438,Randy,Carpenter,Male,56.3885016,111.9808718,3,4,animal husbandry,12.55466132
439,Kimberly,Graham,Female,66.38029555,130.4227498,2,5,philosophy,23.76154316
440,Wayne,Garza,Male,75.70883289,193.5896624,1,0,pharmacology,21.56992371
441,Jesse,Matthews,Male,70.48222705,169.9355058,2,2,architecture,18.95161218
442,Kathryn,Jacobs,Female,65.27007184,129.9343723,3,6,environmental science,18.99999414
443,Paula,Perez,Female,68.67168286,126.6318951,2,3,human services,25.67876717
444,Gary,Kelly,Male,72.41608275,159.6137701,0,3,criminal justice administration,20.9918028
445,Jack,Carr,Male,69.60058696,130.0792705,1,2,botany,22.85132356
446,Craig,Davis,Male,60.2837595,100.6352601,3,5,economics,19.77743655
447,Alice,Shaw,Female,72.14191786,142.6751915,2,3,botany,27.96693108
448,Nicholas,Black,Male,67.1934103,147.470404,1,1,medicine/nursing,19.0561705
449,Jeremy,Riley,Male,64.90341147,132.8370876,2,2,epidemiology,19.24090949
450,Brenda,Greene,Female,63.32990668,134.3688481,2,3,philosophy,17.49841825
451,Shirley,Stevens,Female,66.58934133,126.2100286,2,1,human services,21.59100792
452,Fred,Schmidt,Male,65.786392,134.5671235,4,3,biology,17.96982454
453,Brian,Simpson,Male,65.91163478,128.1661894,2,3,philosophy,18.05536355
454,Michael,Stanley,Male,71.74047928,137.5177611,6,4,animal husbandry,25.45553825
455,Keith,Burns,Male,71.72561733,157.6047965,3,1,biology,19.30345039
456,Patricia,Wells,Female,62.54020496,127.7217909,2,3,applied sciences,17.3105506
457,Annie,Martinez,Female,66.48461361,125.2266694,3,1,philosophy,22.82316903
458,Diana,Gordon,Female,63.84295315,120.1371846,3,6,city planning,19.11891502
459,Joan,Boyd,Female,67.12636352,145.2910858,3,5,botany,21.98377574
460,Linda,Rose,Female,60.1620097,117.8013784,0,5,botany,16.08057578
461,Mark,Allen,Male,76.5264213,157.7458741,7,4,architecture,27.68186702
462,Lois,Garcia,Female,59.00067344,105.3083653,3,3,philosophy,16.80292535
463,Clarence,Burns,Male,74.83504025,157.0046536,2,4,philosophy,21.22975423
464,Lois,Brooks,Female,62.73514062,114.0731931,3,5,psychology,17.90378889
465,Paul,Fox,Male,74.34292663,174.2579915,3,3,logistics,19.68747867
466,James,Matthews,Male,64.26663559,140.3374397,4,3,integrated water resources management,15.9694175
467,Mark,Kelly,Male,75.18903147,175.9290949,2,7,criminal justice administration,22.48088215
468,Ryan,West,Male,70.73679267,152.0145499,3,4,philosophy,18.45236282
469,Daniel,Nichols,Male,69.85323639,150.462432,3,3,logistics,20.02985799
470,Edward,Gonzales,Male,67.72147582,160.3177359,0,4,pharmacology,18.90299964
471,Jennifer,Williams,Female,62.29204846,144.939365,2,2,physical education,17.3541845
472,Annie,Thompson,Female,66.12076365,134.5862442,0,2,culinart services,20.51588137
473,Matthew,Crawford,Male,78.36086511,181.6597294,2,4,human services,25.33841651
474,Paul,Shaw,Male,70.13979904,141.2986752,5,6,city planning,23.16894151
475,Rachel,Fields,Female,65.61125506,118.1861017,3,3,economics,22.24737204
476,Gerald,Austin,Male,67.13338686,136.7951117,2,2,education,19.83741184
477,Maria,Snyder,Female,62.87170874,115.0012418,1,1,energy studies,19.73185524
478,Eric,Flores,Male,69.40804956,154.2444668,3,4,energy studies,21.21939006
479,Irene,Cook,Female,64.11556606,121.8496177,3,5,architecture,20.00832627
480,Paul,Wells,Male,76.59291002,175.4211543,5,4,pharmacology,23.8362888
481,Kimberly,Foster,Female,67.8510629,133.7699705,2,3,military strategy,19.73363692
482,Fred,Williams,Male,71.38092963,167.4316311,3,3,education,21.3190428
483,Steve,Howell,Male,54.14947988,91.40651738,4,1,logistics,14.44935655
484,Eric,Howell,Male,71.16252173,176.5735388,4,1,physical education,21.803371
485,Jeremy,Johnson,Male,63.59852608,130.9646404,4,4,culinart services,16.95475171
486,Doris,Bailey,Female,62.61598899,120.1111567,3,3,philosophy,19.74367284
487,Marilyn,Weaver,Female,67.69932981,114.8268142,4,3,architecture,24.7078166
488,Phyllis,Arnold,Female,63.07296297,127.4196525,3,2,communication,19.0827493
489,Patricia,Peters,Female,58.46347834,93.75313126,6,7,psychology,16.19002545
490,Judy,Peterson,Female,66.11227229,128.5965414,6,1,medicine/nursing,19.09396865
491,Shirley,Sims,Female,62.33724013,119.9920252,3,2,economics,16.78825919
492,Shawn,Greene,Male,72.49921667,166.8157603,0,2,city planning,20.69956303
493,Marilyn,Howell,Female,58.27686433,90.29147845,1,4,pharmacology,21.24646477
494,Carolyn,Rivera,Female,61.16774093,111.5024774,1,0,epidemiology,18.80624856
495,Jessica,Fisher,Female,66.12288478,129.2123699,1,2,economics,21.54377232
496,Rose,Lee,Female,70.63257433,158.8445833,8,2,culinart services,21.65099314
497,Sara,Harper,Female,62.59812853,134.5023822,3,2,business administration,16.19529234
498,Juan,Simmons,Male,63.41696127,129.2091809,1,1,applied sciences,19.63816862
499,Ann,Castillo,Female,58.2300528,123.6959203,3,3,mechanical engineering,13.51241437
500,Antonio,Romero,Male,65.35824782,163.6238284,1,4,city planning,14.3906953
501,Philip,Diaz,Male,60.77654361,123.4593793,4,4,city planning,12.54540177
502,Amanda,Moreno,Female,70.1120324,159.706164,0,3,epidemiology,20.07750261
503,Wayne,Harvey,Male,75.56980599,180.022366,2,1,logistics,20.82915221
504,Anthony,Day,Male,72.16500384,167.3972374,3,3,logistics,21.88073402
505,Charles,Mendoza,Male,64.09469597,123.5287525,4,2,energy studies,16.64088125
506,Margaret,Hart,Female,68.01025129,156.1151326,1,4,education,20.20789427
507,Irene,Payne,Female,61.13972169,122.6944064,3,6,architecture,19.16468309
508,Andrea,Hicks,Female,60.56442161,116.3655384,4,5,biology,16.50589143
509,Doris,Lane,Female,62.33275158,134.0490788,3,5,psychology,19.52327483
510,Tina,Taylor,Female,64.25954058,124.106591,1,2,applied sciences,22.343683
511,Ann,Rivera,Female,57.59593286,97.74512775,4,2,environmental science,15.90951278
512,Roy,Owens,Male,75.86920533,181.720916,4,2,pharmacology,23.43547569
513,Benjamin,Ford,Male,74.34412956,164.4887391,6,2,economics,25.0357938
514,Randy,Kelley,Male,64.72366635,146.5012711,1,4,architecture,15.64707864
515,Doris,Rose,Female,70.75587808,146.8735662,2,2,criminal justice administration,24.73534438
516,Henry,Austin,Male,70.80695373,160.9350465,2,2,botany,17.96941057
517,Kathy,Fuller,Female,63.64876515,133.9467171,2,0,military strategy,17.13706198
518,Jacqueline,Cole,Female,67.32647706,141.9159416,6,6,medicine/nursing,22.39600669
519,Timothy,Cooper,Male,68.49669058,158.3162368,0,5,business administration,16.228649
520,Julie,Crawford,Female,66.06300344,139.6256681,4,7,architecture,19.87794057
521,Jonathan,Wheeler,Male,69.92066491,167.001756,0,2,animal husbandry,18.82258302
522,Patricia,Brown,Female,67.49037101,148.9742696,3,3,military strategy,21.65254919
523,Rachel,Fields,Female,68.87350503,138.7967253,5,2,medicine/nursing,20.6902224
524,Wayne,Vasquez,Male,68.73900971,141.8586563,0,4,business administration,23.88692432
525,Eugene,Stanley,Male,73.35391371,187.1711795,2,3,applied sciences,20.43759512
526,Steve,Ortiz,Male,70.03853169,148.9648634,2,3,environmental science,24.70150841
527,Jonathan,Russell,Male,70.25289528,165.1350732,3,6,culinart services,18.77472351
528,Sandra,Rodriguez,Female,68.76253903,158.1505537,5,0,energy studies,22.06032076
529,Matthew,Oliver,Male,65.0065005,138.9623537,7,4,logistics,17.95096548
530,Michael,Powell,Male,67.39488266,133.6963261,3,4,military strategy,22.55124138
531,Andrea,Ruiz,Female,69.32047962,140.0380604,2,2,psychology,24.53695209
532,Andrea,Peterson,Female,63.52487391,125.0338111,2,1,applied sciences,20.60540143
533,Eugene,Harrison,Male,67.26090928,152.0011476,0,7,human services,17.67847264
534,John,Hernandez,Male,66.13919005,133.4684405,4,2,business administration,17.92167182
535,Amanda,Rogers,Female,63.27209619,108.8833206,3,6,animal husbandry,22.00579617
536,Alice,Nelson,Female,68.67495792,144.597439,4,2,applied sciences,21.57631136
537,Stephanie,Anderson,Female,73.29541404,143.9013951,0,5,business administration,24.26478711
538,Jesse,Mitchell,Male,77.95433139,174.23256,4,4,education,25.4934212
539,Timothy,Knight,Male,67.00396354,161.9911442,2,2,education,15.82410466
540,Norma,Anderson,Female,62.43483028,112.0982919,3,2,education,18.06574629
541,Roger,Gray,Male,63.17450731,157.1890723,1,3,communication,17.7920403
542,Roy,Greene,Male,71.72426493,165.5350197,0,6,agricultural sciences,18.09669539
543,Jason,Rogers,Male,75.18321681,157.9665627,2,4,animal husbandry,22.8345862
544,Andrew,Mitchell,Male,76.61530578,170.6253742,3,2,energy studies,24.6244551
545,Nicole,Schmidt,Female,63.19720929,106.3994778,4,0,botany,19.63259655
546,Martha,Medina,Female,69.17445603,137.9208894,3,3,logistics,21.03526002
547,Doris,Lopez,Female,59.60174115,103.5430632,4,3,environmental science,21.12569555
548,Jacqueline,Barnes,Female,69.25874172,150.9086181,3,1,architecture,18.65581759
549,Charles,Foster,Male,71.0084247,154.609049,2,5,communication,17.96209821
550,Martin,Williamson,Male,67.41344902,142.0773477,3,5,culinart services,16.57199345
551,Nancy,Wallace,Female,66.49195948,132.537701,0,5,mechanical engineering,22.04910031
552,Anna,Williams,Female,63.65082989,130.2871469,1,5,city planning,21.85048947
553,Jeremy,Walker,Male,70.02179392,172.211296,6,3,agricultural sciences,18.12094492
554,Phillip,Peters,Male,66.39057071,132.3522236,5,3,culinart services,18.61991585
555,Tina,Chavez,Female,67.45582932,141.6097504,3,5,environmental science,19.67024531
556,Stephanie,Bennett,Female,57.85083856,102.9127759,4,4,human services,18.20331705
557,Rose,Sanders,Female,65.43687844,131.6431085,2,4,mechanical engineering,18.23894781
558,James,Arnold,Male,66.81614358,138.3308229,3,0,epidemiology,15.22140314
559,Fred,King,Male,66.02061302,139.2358271,3,3,medicine/nursing,21.32324243
560,Jonathan,Bennett,Male,69.07648917,148.0728652,2,4,applied sciences,18.94045591
561,Diane,Ramirez,Female,67.04842452,157.806153,0,2,biology,20.40624231
562,Sharon,Carr,Female,70.76667294,169.6664106,4,1,psychology,21.12729246
563,Ernest,Bennett,Male,71.97403986,162.1628746,1,4,epidemiology,23.82158161
564,Anna,Phillips,Female,65.28047008,138.2326743,2,2,criminal justice administration,21.66344242
565,Joe,Gardner,Male,71.59179041,173.9509244,1,2,pharmacology,22.99593123
566,Joshua,Hudson,Male,62.50773195,137.4883129,5,4,animal husbandry,12.8080729
567,Jerry,Cox,Male,69.49729958,126.7011876,6,1,environmental science,22.99975202
568,Susan,Weaver,Female,71.517682,168.6500752,5,1,mechanical engineering,21.40549527
569,Maria,Lynch,Female,69.60289669,166.5113599,3,2,criminal justice administration,17.09370132
570,Louise,Anderson,Female,61.80358824,116.8361145,2,1,pharmacology,16.74787104
571,Margaret,Duncan,Female,68.00700327,132.5396533,2,2,animal husbandry,20.38226548
572,Theresa,Watkins,Female,60.67610279,125.9745261,4,2,communication,16.74267164
573,Diana,Arnold,Female,68.68642377,136.4689497,3,0,city planning,24.98712013
574,Jacqueline,Cook,Female,62.93356308,125.8427445,2,2,city planning,18.56088153
575,Kimberly,Ross,Female,68.91217293,151.6608177,3,2,physical education,21.16005694
576,Scott,George,Male,72.51683911,167.1740271,2,1,physical education,22.14217063
577,Louise,Frazier,Female,66.80483288,141.5642969,2,2,business administration,19.33479679
578,Terry,Bailey,Male,75.65865821,181.845488,3,7,human services,24.4687346
579,Jacqueline,Mills,Female,69.67852323,149.9920858,1,2,integrated water resources management,19.76353592
580,Mildred,Ross,Female,69.17857671,138.7700741,4,4,applied sciences,22.01716164
581,Chris,Washington,Male,68.11815924,136.479443,1,4,biology,19.24192003
582,Matthew,Murray,Male,64.0598817,135.8559958,3,5,epidemiology,17.52440266
583,Alice,Wallace,Female,61.25719127,117.3337413,0,5,pharmacology,16.27959227
584,Carl,Reid,Male,68.37091348,161.8009247,4,2,logistics,16.4600313
585,Patricia,Smith,Female,64.63447638,124.3808047,3,5,animal husbandry,19.60460485
586,Roger,Garza,Male,68.41264736,154.5636704,3,3,human services,19.20258415
587,Michael,Berry,Male,73.02197902,160.7283187,2,3,pharmacology,22.56667249
588,Wayne,Howell,Male,65.74473744,126.9183996,2,1,military strategy,19.78769721
589,Marie,Gutierrez,Female,66.95557234,148.6232826,2,1,criminal justice administration,18.15902479
590,Philip,Webb,Male,69.54824498,156.5339441,3,1,psychology,19.19737496
591,Jonathan,Moreno,Male,63.1019566,135.1014446,6,4,mechanical engineering,15.55707879
592,Virginia,Harper,Female,56.05431817,104.0399951,6,1,human services,14.15050996
593,Bruce,King,Male,73.23254059,166.9759362,6,5,psychology,20.8482532
594,Janet,Lewis,Female,64.67733506,120.6719306,4,3,architecture,17.58632508
595,Andrea,Romero,Female,65.21987012,124.3142211,5,4,medicine/nursing,22.52836715
596,Mark,Scott,Male,74.42188978,165.5043592,6,3,biology,20.75837482
597,Linda,Patterson,Female,63.14828911,106.4642511,2,0,culinart services,21.91993084
598,Catherine,Kelly,Female,65.89930423,137.1548322,2,3,communication,19.75386318
599,Julia,Nguyen,Female,64.33214024,132.1768874,5,6,animal husbandry,20.64069636
600,Julia,Holmes,Female,62.2912612,131.6759001,1,1,physical education,17.63057333
601,Judy,Stewart,Female,62.69921287,120.4425595,4,3,economics,16.60651757
602,Edward,Martin,Male,67.94583923,174.6625281,4,2,city planning,15.36701622
603,Nicholas,Parker,Male,65.0731437,137.9821031,3,2,education,14.91156074
604,Albert,Stone,Male,69.36542845,151.0164972,1,1,applied sciences,18.36293446
605,Patricia,Chapman,Female,69.53375414,155.2747735,2,0,animal husbandry,21.97010233
606,Brandon,Matthews,Male,70.08365359,142.6129905,2,6,medicine/nursing,20.46353577
607,Jane,Ross,Female,65.21890122,131.303823,2,3,botany,21.5828648
608,Thomas,Howell,Male,64.06947263,124.1924312,3,5,logistics,14.84843999
609,Steve,Flores,Male,73.92739255,154.1671984,1,2,integrated water resources management,23.10559679
610,Carl,Porter,Male,71.68890076,170.2191476,3,1,applied sciences,20.98622443
611,Maria,Andrews,Female,68.41098434,167.1739292,2,5,energy studies,19.44685189
612,Russell,Henry,Male,71.13275784,161.5712054,5,4,mechanical engineering,16.10784577
613,Carol,James,Female,68.22648484,157.3270239,3,4,pharmacology,18.58841733
614,Kelly,Gonzalez,Female,62.92220876,135.6414183,2,0,communication,16.2010127
615,Cheryl,Gomez,Female,59.95642169,107.1929218,4,1,pharmacology,14.49621562
616,Ronald,Fields,Male,70.41512322,181.5566635,2,3,botany,18.26225616
617,Gloria,Powell,Female,67.32648242,145.1881955,1,3,applied sciences,21.73785759
618,Janet,Johnson,Female,62.32428311,125.1633279,2,7,animal husbandry,17.56003067
619,Paul,Sullivan,Male,65.631075,140.2763647,3,1,medicine/nursing,16.64579968
620,Sarah,Mills,Female,62.51217031,117.4698598,3,3,human services,18.5797625
621,James,Bowman,Male,69.28285474,154.1875326,4,2,pharmacology,19.0321512
622,Craig,Bishop,Male,72.2586637,173.6437682,3,4,epidemiology,22.03788183
623,Kimberly,Hicks,Female,69.46897022,136.5541696,2,5,military strategy,25.11161434
624,Eric,Ray,Male,63.42364662,131.4085072,2,3,city planning,17.07765598
625,Roger,Scott,Male,64.62151456,120.703359,9,2,mechanical engineering,17.31604421
626,Teresa,Peterson,Female,71.5668842,149.5787837,2,5,economics,21.82043059
627,Karen,Harper,Female,67.87680037,127.5714281,3,4,criminal justice administration,24.68390238
628,Amy,Fuller,Female,64.08300496,123.5098304,2,1,physical education,18.92719379
629,Eugene,King,Male,73.84898346,159.3561541,3,2,human services,23.12810773
630,Frank,Dean,Male,63.1882285,117.5206139,3,2,psychology,19.6684342
631,Ralph,Rice,Male,68.08980597,151.2247634,6,0,biology,20.43418195
632,Mary,Henry,Female,64.06442382,129.2723171,4,2,psychology,18.18894321
633,Bobby,Hayes,Male,70.18292661,151.626338,1,2,city planning,19.30562625
634,Rose,Allen,Female,70.23680647,138.0807294,2,5,criminal justice administration,21.48940171
635,Harry,Simmons,Male,74.69230522,169.125915,0,7,human services,23.55994101
636,Samuel,Washington,Male,69.74711798,143.6521902,1,3,medicine/nursing,20.39527188
637,Larry,Wood,Male,67.19587464,144.8867776,1,2,integrated water resources management,19.1558684
638,Helen,Lawson,Female,71.2960372,149.0745229,8,2,culinart services,23.97527547
639,Tammy,Carroll,Female,65.75667588,133.507225,4,6,psychology,22.15048199
640,Julia,Hunter,Female,67.35269938,147.3063525,2,0,philosophy,19.38431775
641,Jerry,Jackson,Male,69.91750798,166.3751173,4,3,architecture,23.17758986
642,Joyce,Kennedy,Female,69.78112435,149.1819416,1,2,communication,24.2483861
643,Jonathan,Reynolds,Male,67.18481324,163.1977542,3,2,criminal justice administration,18.15892343
644,Willie,Alexander,Male,67.23771746,152.0466518,2,1,human services,19.29292218
645,Sarah,Peterson,Female,67.30730646,154.0703795,3,2,energy studies,18.54005358
646,Amy,Myers,Female,69.34808886,151.5620702,0,1,agricultural sciences,19.55933627
647,Wanda,Rogers,Female,72.07850786,148.8549001,3,2,psychology,25.05183389
648,Jerry,Young,Male,65.87924942,141.1869799,1,7,mechanical engineering,16.17854091
649,Charles,Mcdonald,Male,65.34880878,146.8406205,6,4,military strategy,20.35543453
650,Roy,Mitchell,Male,66.52055084,135.8782065,3,3,education,16.85585262
651,Evelyn,Bowman,Female,63.48668074,126.5743017,4,3,agricultural sciences,20.32650305
652,Donald,Hayes,Male,66.39690615,135.3182922,1,5,culinart services,17.93602499
653,Joan,Ruiz,Female,68.02573277,149.6848583,2,6,agricultural sciences,21.40159528
654,Marie,Lopez,Female,59.74803812,132.6426235,2,2,environmental science,15.43727592
655,Keith,Day,Male,71.77118211,154.9883559,5,4,physical education,21.46526222
656,Kathryn,Peterson,Female,64.72491312,126.4282596,4,4,psychology,16.54507492
657,Jessica,Bradley,Female,67.37212566,157.9272389,2,2,philosophy,20.22591265
658,Martha,Fuller,Female,70.38244066,142.921673,5,5,mechanical engineering,25.69748187
659,Jack,Castillo,Male,71.94457298,158.1921319,3,1,business administration,22.77554284
660,Walter,Hanson,Male,69.24513108,139.5960742,5,5,epidemiology,22.71536978
661,Stephanie,Vasquez,Female,71.43294391,168.990744,6,2,mechanical engineering,19.4360498
662,Martin,Banks,Male,73.73933998,180.1173034,1,5,environmental science,23.15592453
663,Jeremy,Smith,Male,69.96347078,151.8991461,4,2,education,18.23132072
664,Roy,Arnold,Male,78.58935859,169.3386815,2,4,environmental science,27.58828114
665,Tina,Richards,Female,66.0684432,141.3944854,0,2,physical education,19.81335746
666,Donna,Green,Female,68.13147814,149.8486343,1,4,biology,20.98309322
667,Scott,White,Male,74.6314591,150.8108609,5,5,criminal justice administration,29.1794473
668,Robert,Riley,Male,63.59899879,131.6907992,4,2,education,15.30734705
669,David,Cole,Male,72.87187919,132.3134317,2,2,education,23.76092907
670,Gregory,Walker,Male,69.40674314,138.864548,3,4,criminal justice administration,28.38916447
671,Lisa,Harper,Female,65.79459309,134.8015356,2,3,military strategy,18.73178304
672,Ashley,Smith,Female,71.67542811,161.788098,5,5,botany,23.89309342
673,Stephanie,James,Female,73.797081,163.0758297,3,5,psychology,26.21564597
674,Kathy,Davis,Female,61.37147798,120.6152262,3,2,communication,19.63088877
675,Lisa,Webb,Female,69.44315659,147.7988904,1,4,human services,21.90480573
676,Sara,Price,Female,70.4986162,148.5103059,1,6,business administration,23.09233163
677,Shirley,Holmes,Female,72.84169224,150.6742,4,2,psychology,26.71143529
678,Willie,Davis,Male,68.71660758,145.9364453,1,5,botany,21.71346104
679,Benjamin,Ward,Male,61.95252086,139.9610542,2,3,mechanical engineering,16.62254786
